Name,Diocese,Lead,Score,Bulletin PDF,Bulletin URL,Address,Phone,Email,Website,Facebook,Instagram,YouTube,Twitter,Lat,Lng
"Saint Marys Mother of Jesus Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6010091","-73.9901419"
"Saints Simon And Jude Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","185, Van Sicklen Street, Brooklyn, NY, 11223","","","","No","No","No","No","40.5995899","-73.9740415"
"Basilica of Regina Pacis","Archdiocese of New York","Not Suitable","0","No","","1221, 66th Street, 11219","","","","No","No","No","No","40.6266953","-74.0035708"
"Saint Saviour's Catholic Church","Archdiocese of New York","Not Suitable","0","No","","601, 8th Avenue, Brooklyn, NY, 11215","","","","No","No","No","No","40.6672224","-73.9774861"
"St. Joseph's Church","Archdiocese of New York","Not Suitable","0","No","","365, 6th Avenue, New York, 10014","","","","No","No","No","No","40.7326141","-74.000709"
"Saint Edmund's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","2001, East 19th Street, 11229","","","","No","No","No","No","40.601237","-73.9526499"
"Saint Thomas Aquinas Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","1550, Hendrickson Street, Brooklyn, NY, 11234","","","","No","No","No","No","40.619736","-73.9357046"
"Saint Martin of Tours Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6934406","-73.9094381"
"Our Lady of Miracles Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6393281","-73.9093797"
"Saint Barbara's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","138, Bleecker Street, 11221","","","","No","No","No","No","40.6957594","-73.9202499"
"Saint Peter Claver Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6822507","-73.9571764"
"Saint Jude's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","1677, Canarsie Road, 11236","","","","No","No","No","No","40.6321798","-73.891217"
"Roman Catholic Church of Saint Therese of Lisieux","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6415355","-73.9347361"
"Chapel","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6462246","-73.9404858"
"Saint Catherine of Genoa Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.652772","-73.9396289"
"Saint Gregory's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","991, Saint Johns Place, Brooklyn, 11213","","","","No","No","No","No","40.6716921","-73.9454033"
"Saint Lucy's Cathedral Old Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","802, Kent Avenue, 11205","","","","No","No","No","No","40.6970199","-73.9601881"
"Resurrection Coptic Catholic Church","Archdiocese of New York","Not Suitable","0","No","","328, 14th Street, Brooklyn, NY, 11215","","","","No","No","No","No","40.6646197","-73.9861981"
"Saint Brigid's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7013681","-73.9119005"
"Saint Teresa of Avila RC Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6741077","-73.9598731"
"Saint John's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7380028","-74.1659518"
"St. Columba Catholic Church","Archdiocese of New York","Not Suitable","0","No","","331, West 25th Street, 10001","","","","No","No","No","No","40.7474314","-73.9989909"
"Church of Saint Francis of Assisi","Archdiocese of New York","Not Suitable","0","No","","137, West 31st Street, New York, NY, 10001","","","","No","No","No","No","40.7488291","-73.9905283"
"St. Michael's Church","Archdiocese of New York","Not Suitable","0","No","","New York","","","","No","No","No","No","40.7533491","-73.9973365"
"St. Benedict the Moor's Church","Archdiocese of New York","Not Suitable","0","No","","340, West 53rd Street, 10019","","","","No","No","No","No","40.7646292","-73.9863563"
"Saint Elizabeth of Hungary Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","211, East 83rd Street, 10028","","","","No","No","No","No","40.7767104","-73.9546204"
"Saint Thomas the Apostle Roman Catholic Church (historical)","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.8049223","-73.9532922"
"All Saints Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","47, East 129th Street, 10035","","","","No","No","No","No","40.8082672","-73.938232"
"Saint Mark's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","59, West 138th Street, 10037","","","","No","No","No","No","40.8158877","-73.9385355"
"Our Lady of the Valley Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","630, Valley Road, Wayne, NJ, 07470","","","","No","No","No","No","40.9330798","-74.2268652"
"Sacred Heart Armenian Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.8744506","-74.2065215"
"St. Ann's Melkite Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.8822138","-74.2000867"
"Saint Lukes Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","623, East 138th Street, 10454","","","","No","No","No","No","40.8062624","-73.9155275"
"Saint Rita's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.81508","-73.9217617"
"Saint Roch's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","525, Wales Avenue, 10455","","","","No","No","No","No","40.8122452","-73.9077296"
"Roman Catholic Church of Saint Thomas Aquinas","Archdiocese of New York","Not Suitable","0","No","","1900, Crotona Parkway, 10460","","","","No","No","No","No","40.8407084","-73.8853716"
"Saint Margaret Mary Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","1914, Morris Avenue, 10453","","","","No","No","No","No","40.8501445","-73.9075737"
"St. Clare Catholic Church","Archdiocese of New York","Not Suitable","0","No","","69, Allwood Road, Clifton, NJ, 07014","","","","No","No","No","No","40.8325831","-74.1424704"
"Shrine of Saint Elizabeth Ann Bayley Seton","Archdiocese of New York","Not Suitable","0","No","","8, State Street, New York, NY, 10004","","","","No","No","No","No","40.7026659","-74.0136926"
"St. Teresa's Church","Archdiocese of New York","Not Suitable","0","No","","Rutgers Street, New York","","","","No","No","No","No","40.7135419","-73.9904648"
"Epiphany Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","96, South 9th Street, 11249","","","","No","No","No","No","40.708616","-73.9651641"
"Saint Vincent De Paul's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","167, North 6th Street, 11211","","","","No","No","No","No","40.7170223","-73.9575325"
"Ukrainian Catholic Church of the Holy Ghost","Archdiocese of New York","Not Suitable","0","No","","160, North 5th Street, 11211","","","","No","No","No","No","40.7160428","-73.9582808"
"St. Cecilia Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.720109","-73.9422297"
"Roman Catholic Church of the Holy Family","Archdiocese of New York","Not Suitable","0","No","","81, North 15th Street, 11222","","","","No","No","No","No","40.7230866","-73.9538876"
"Polish National Catholic Church of the Resurrection","Archdiocese of New York","Not Suitable","0","No","","678, Leonard Street, 11222","","","","No","No","No","No","40.7278666","-73.9517793"
"Saint Alphonsus Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","175, Kent Street, 11222","","","","No","No","No","No","40.731208","-73.9536065"
"Our Lady of Hope","Archdiocese of New York","Not Suitable","0","No","","71-10, Eliot Avenue, 11379","","","","No","No","No","No","40.7214778","-73.88578"
"Saint Sebastian's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","39-66, 58th Street, 11377","","","","No","No","No","No","40.7449239","-73.9064866"
"Saint Teresa's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7373171","-73.9212836"
"Saint Paul the Apostle Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","98-16, 55th Avenue, Corona, NY, 11368","","","","No","No","No","No","40.739052","-73.8618986"
"Saint Lucy Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","833, Mace Avenue, 10467","","","","No","No","No","No","40.8635367","-73.8622692"
"Santa Maria Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","2352, Saint Raymonds Avenue, 10462","","","","No","No","No","No","40.8386806","-73.8502895"
"Saint Mary Gate of Heaven Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","103-02, 101st Avenue, 11416","","","","No","No","No","No","40.6857096","-73.8394758"
"Christ the King Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","145-39, Farmers Boulevard, Queens, NY, 11434","","","","No","No","No","No","40.6651648","-73.7675698"
"Saint Clare Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","137-51, Brookville Boulevard, 11422","","","","No","No","No","No","40.6683265","-73.7363506"
"Saint Andrew Avellino Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","35-60, 158th Street, Flushing, NY, 11358","","","","No","No","No","No","40.7641654","-73.807818"
"St Paul Chong Hasang Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","32-15, Parsons Boulevard, Flushing, NY, 11354","","","","No","No","No","No","40.7687229","-73.82393"
"Saint Fidelis of Sigmaringen Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","14-20, 124th Street, 11356","","","","No","No","No","No","40.7849427","-73.8443094"
"Saint Michael the Archangel Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","765, Co-Op City Boulevard, Bronx, NY, 10475","","","","No","No","No","No","40.8791694","-73.8272603"
"University Church","Archdiocese of New York","Not Suitable","0","No","","425, East Fordham Road, 10458","","","","No","No","No","No","40.8635257","-73.8864277"
"Saint Virgilius Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","16, Noel Road, 11693","","","","No","No","No","No","40.6075656","-73.8184504"
"Saint Bernard Catholic Church","Archdiocese of New York","Not Suitable","0","No","","51, Prospect Street, White Plains, NY, 10606","","","","No","No","No","No","41.0201256","-73.7703877"
"St. Aedan's","Archdiocese of New York","Not Suitable","0","No","","800, Bergen Avenue","","","","No","No","No","No","40.7266069","-74.0668549"
"Our Lady of Pompeii Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.9093323","-74.187707"
"Saint Bonaventure's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.9065944","-74.188496"
"Our Lady of Victories Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","100, Fair Street, Paterson, NJ, 07505","","","","No","No","No","No","40.9192557","-74.1679312"
"Saints Peter and Paul RC Church","Archdiocese of New York","Not Suitable","0","No","","404, Hudson Street","","","","No","No","No","No","40.7412852","-74.0289207"
"Saint Andrew's Hall - Seton Hall University College Seminary","Archdiocese of New York","Not Suitable","0","No","","571, Centre Street, South Orange, NJ, 07079","","","","No","No","No","No","40.7520183","-74.2395501"
"Our Lady of Czestochowa","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7149169","-74.0388855"
"Holy Rosary Roman Catholic","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7261353","-74.0495186"
"St. Lucy's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.73261","-74.0413881"
"St. John the Baptist Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","3026, John F. Kennedy Boulevard, Jersey City, NJ, 07306","","","","No","No","No","No","40.7363764","-74.0625231"
"Saint Mary's Byzantine Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7101629","-74.064904"
"Saints Peter and Paul Ukrainian Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7195275","-74.0745925"
"Saint Patrick's Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7141138","-74.0721576"
"Saint Augustine Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7473118","-74.1828445"
"St. Rocco's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.737381","-74.1925287"
"Saint Ann's Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7352818","-74.1994072"
"Saint Antoninus Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7402562","-74.1992561"
"Saint Casimir's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.723374","-74.1588366"
"Wolff Memorial Presbyterian Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.724755","-74.1529507"
"Saint John the Evangelist Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","29, North Washington Avenue, Bergenfield, NJ, 07621","","","","No","No","No","No","40.9285556","-73.9953167"
"OLGC Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7746296","-74.1642827"
"Our Lady of Grace Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7422667","-74.0337325"
"Saint Lawrence Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7589883","-74.0288627"
"Saint Joseph of the Palisades Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7917406","-74.0114146"
"Our Lady of Libera Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.79042","-74.0222587"
"Saint John Nepomucene's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7972074","-74.0125171"
"St. Cassian's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","187, Bellevue Avenue, Montclair, NJ, 07043","","","","No","No","No","No","40.8408502","-74.2048871"
"Our Lady of Fatima","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6672406","-74.2031928"
"Our Lady of Consolation Church","Archdiocese of New York","Not Suitable","0","No","","1799, Paterson-Hamburg Turnpike, Wayne, NJ, 07470","","","","No","No","No","No","40.9725028","-74.2651924"
"Saint Joachims Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6241618","-73.7210175"
"Our Lady of Fatima Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","6, Cottonwood Road, Port Washington, NY, 11050","","","","No","No","No","No","40.8424663","-73.7105863"
"Saint Augustine's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7753714","-74.0246822"
"Saint Paul Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.8766156","-74.144142"
"The Church of the Transfiguration","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","41.0673679","-73.8618666"
"Notre Dame Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.8629861","-74.2699463"
"Saint John the Baptist Roman Catholic Curch","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","41.0040666","-74.0457029"
"Saint Ann's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","18, Jefferson Street, Nyack, NY, 10960","","","","No","No","No","No","41.0940148","-73.9202325"
"Saint John's Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.7767994","-74.2326816"
"St. Vito Most Holy Trinity Parish","Archdiocese of New York","Not Suitable","0","No","","816, Underhill Avenue, Mamaroneck, NY, 10543","","","","No","No","No","No","40.957279","-73.740945"
"Saint Henry's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6696281","-74.1176095"
"Ukrainian Catholic Church of the Assumption","Archdiocese of New York","Not Suitable","0","No","","684, Alta Vista Place, Perth Amboy, NJ, 08861","","","","No","No","No","No","40.5228488","-74.2742622"
"Christ the King Knanaya Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.5829571","-74.219479"
"Our Lady of Perpetual Help Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6394196","-74.0152659"
"Saint Johns","Archdiocese of New York","Not Suitable","0","No","","470, Broad Avenue, Leonia, NJ, 07605","","","","No","No","No","No","40.8663391","-73.9850874"
"Annunciation Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.9523288","-74.076313"
"St. Thomas the Apostle Byzantine Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6129026","-74.2853649"
"Saint Catherine's Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6869238","-74.2153301"
"St. Anthony of Padua Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","63, Franklin Street, Belleville, NJ, 07109","","","","No","No","No","No","40.7795653","-74.1792977"
"St. Peter's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","155, William Street, Belleville, NJ, 07109","","","","No","No","No","No","40.7847083","-74.1568163"
"Saint Peter's and Saint Paul's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6555127","-74.1812273"
"Saint Gerard Majella Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.9278851","-74.1883338"
"Saint John the Apostle Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.6307848","-74.2812958"
"Saint Adalbert Polish Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.651494","-74.1915102"
"Saint Leo's Roman Catholic Church","Archdiocese of New York","Not Suitable","0","No","","","","","","No","No","No","No","40.8994433","-74.117062"
"Villa Immaculate","Diocese of Rockville Centre","Not Suitable","0","No","","","","","","No","No","No","No","40.977682","-72.6982195"
"Our Lady of Ostrabama Roman Catholic Church","Diocese of Rockville Centre","Not Suitable","0","No","","","","","","No","No","No","No","41.0186111","-72.4927778"
"Our Lady of Good Counsel Church","Diocese of Rockville Centre","Not Suitable","0","No","","14300, Main Road, Mattituck, NY, 11952","","","","No","No","No","No","40.9926764","-72.5290124"
"St. Isadore Roman Catholic Church","Diocese of Rockville Centre","Not Suitable","0","No","","622, Pulaski Street, Riverhead, NY, 11901","","","","No","No","No","No","40.9206468","-72.673353"
"St. John the Baptist Ukrainian Catholic Church","Diocese of Rockville Centre","Not Suitable","0","No","","820, Pondview Road, Riverhead, NY, 11901","","","","No","No","No","No","40.9253396","-72.6660457"
"St. John the Evangelist Roman Catholic Church","Diocese of Rockville Centre","Not Suitable","0","No","","546, St. John's Place, Riverhead, NY, 11901","","","","No","No","No","No","40.922399","-72.663368"
"Saint Rosalies Roman Catholic Mission","Diocese of Rockville Centre","Not Suitable","0","No","","511, Montauk Highway, East Quogue, NY, 11942","","","","No","No","No","No","40.8417912","-72.5798294"
"Saint Andrews Roman Catholic Church","Diocese of Rockville Centre","Not Suitable","0","No","","122, Division Street, Sag Harbor, 11963","","","","No","No","No","No","40.9985118","-72.2933352"
